Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,User_Score,Publisher_Profile,Cluster
166,Wii Fit,Wii,2008,Sports,Nintendo,8.92,8.03,3.6,2.15,7.9,0.0,High Profile,4
174,Wii Fit Plus,Wii,2009,Sports,Nintendo,9.01,8.51,2.53,1.76,8.0,0.0,High Profile,4
175,God of War (2018),PS4,2018,Action,Sony Interactive Entertainment,2.83,2.17,0.13,1.02,9.7,10.0,Low Profile,22
179,Super Mario Party,NS,2018,Party,Nintendo,2.12,1.64,0.85,0.36,7.3,0.0,High Profile,38
180,Super Mario World,SNES,1991,Platform,Nintendo,12.78,3.75,3.54,0.55,8.5,0.0,High Profile,12
183,Grand Theft Auto V,"PS3, PS4, X360, PC, XOne",2013,Action,Rockstar Games,26.67,28.9,1.66,8.42,9.366666666666667,9.0,Medium Profile,10
201,Horizon: Zero Dawn,PS4,2017,Action-Adventure,Sony Interactive Entertainment,2.2,2.43,0.28,0.92,9.1,8.0,Low Profile,31
203,Brain Age: Train Your Brain in Minutes a Day,DS,2006,Misc,Nintendo,4.74,9.21,4.16,2.04,8.1,0.0,High Profile,9
208,Mario Kart 7,3DS,2011,Racing,Nintendo,6.03,5.35,3.0,1.11,8.2,0.0,High Profile,18
209,Uncharted 4: A Thief's End,PS4,2016,Action,Sony Interactive Entertainment,4.49,3.93,0.21,1.7,9.2,0.0,Low Profile,22
210,The Last of Us Remastered,PS4,2014,Action-Adventure,Sony Computer Entertainment,2.7,2.86,0.11,1.1,9.5,0.0,High Profile,39
212,Super Mario Land,GB,1989,Platform,Nintendo,10.83,2.71,4.18,0.42,0.0,0.0,High Profile,12
217,Pokémon Diamond / Pearl Version,DS,2007,Role-Playing,Nintendo,6.38,4.47,6.04,1.36,8.6,0.0,High Profile,3
220,Grand Theft Auto: San Andreas,"PS2, XB, PC",2004,Action,Rockstar Games,10.69,1.94,0.41,10.700000000000001,9.366666666666667,0.0,Medium Profile,10
221,Super Mario Bros. 3,NES,1990,Platform,Nintendo,9.54,3.44,3.84,0.46,0.0,0.0,High Profile,12
231,Pokémon X/Y,3DS,2013,Role-Playing,Nintendo,5.68,5.06,4.4,0.99,8.9,9.3,High Profile,3
234,Pokémon Sun/Moon,3DS,2016,Role-Playing,Nintendo,6.02,4.34,3.82,0.99,9.0,0.0,High Profile,3
235,Pokémon Ruby / Sapphire Version,GBA,2003,Role-Playing,Nintendo,6.06,3.9,5.38,0.5,8.8,0.0,High Profile,3
237,Grand Theft Auto: Vice City,"PS2, PC",2002,Action,Rockstar Games,8.41,5.5200000000000005,0.47,1.78,9.3,0.0,Medium Profile,10
244,The Witcher 3: Wild Hunt,"PC, PS4, XOne",2015,Role-Playing,Warner Bros. Interactive Entertainment,2.74,3.9799999999999995,0.29000000000000004,1.03,0.0,0.0,Medium Profile,5
248,Pokémon Black / White Version,DS,2011,Role-Playing,Nintendo,5.51,3.2,5.66,0.8,8.6,9.0,High Profile,3
252,Call of Duty: Black Ops 3,"PS4, XOne, X360, PS3, PC",2015,Shooter,Activision,12.82,9.76,0.5,3.63,8.1,0.0,High Profile,23
255,Counter-Strike: Source,PC,2004,Shooter,VU Games,0.0,0.07,0.0,0.01,9.3,0.0,Medium Profile,2
271,Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,0.0,0.0,High Profile,12
273,Gran Turismo 3: A-Spec,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.87,1.16,9.3,0.0,High Profile,18
274,Brain Age 2: More Training in Minutes a Day,DS,2007,Misc,Nintendo,3.43,5.36,5.32,1.18,8.0,0.0,High Profile,9
276,Call of Duty: Modern Warfare 3,"X360, PS3, PC, Wii",2011,Shooter,Activision,15.57,11.26,0.62,3.2600000000000002,7.5,0.0,High Profile,23
277,Call of Duty: Black Ops,"X360, PS3, PC, Wii, DS",2010,Shooter,Activision,17.65,9.450000000000001,0.59,3.31,8.1,0.0,High Profile,23
279,Pokémon Yellow: Special Pikachu Edition,GB,1999,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,8.7,0.0,High Profile,3
280,Pokémon Omega Ruby/Pokémon Alpha Sapphire,3DS,2014,Role-Playing,Nintendo,4.78,3.98,3.15,0.82,0.0,0.0,High Profile,3
284,Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,2.81,0.13,1.21,9.6,9.5,Medium Profile,2
297,Red Dead Redemption 2,"PS4, XOne",2018,Action-Adventure,Rockstar Games,9.02,7.68,0.21,2.8,9.8,0.0,Medium Profile,31
299,Call of Duty: Black Ops II,"X360, PS3, PC, WiiU",2012,Shooter,Activision,14.12,11.08,0.7200000000000001,3.67,8.333333333333334,0.0,High Profile,23
301,Splatoon 2,NS,2017,Shooter,Nintendo,1.9,1.8,3.01,0.34,8.2,0.0,High Profile,23
302,Call of Duty: Modern Warfare 2,"X360, PS3, PC",2009,Shooter,Activision,13.54,8.08,0.46,2.95,9.333333333333334,9.0,High Profile,23
307,New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.95,4.07,2.59,0.72,7.5,0.0,High Profile,12
308,Call of Duty: WWII,"PS4, XOne, PC",2017,Shooter,Activision,8.49,8.23,0.4,2.7,8.1,0.0,High Profile,23
310,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.64,2.57,2.67,1.03,9.2,9.7,High Profile,15
315,Grand Theft Auto III,"PS2, PC",2001,Action,Rockstar Games,6.99,4.52,0.3,1.3,9.3,0.0,Medium Profile,10
317,Portal 2,"PC, X360, PS3",2011,Shooter,Valve,2.57,1.44,0.03,0.51,9.633333333333333,0.0,Low Profile,28
318,Animal Crossing: New Leaf,3DS,2013,Simulation,Nintendo,2.46,3.06,4.9,0.48,8.6,0.0,High Profile,20
321,Minecraft,"X360, PS4, PS3, XOne, PSV, WiiU, 3DS",2013,Misc,Microsoft Studios,14.34,11.86,2.0,3.7399999999999998,7.2,0.0,Medium Profile,19
324,Gran Turismo Sport,PS4,2017,Racing,Sony Interactive Entertainment,0.63,2.35,0.24,0.54,0.0,0.0,Low Profile,27
326,Super Mario 3D Land,3DS,2011,Platform,Nintendo,5.1,3.46,2.15,0.85,8.9,0.0,High Profile,12
327,Super Mario Galaxy,Wii,2007,Platform,Nintendo,6.06,3.38,1.2,0.76,9.7,9.6,High Profile,12
328,Pokémon Heart Gold / Soul Silver Version,DS,2010,Role-Playing,Nintendo,4.34,2.72,3.96,0.76,8.6,0.0,High Profile,3
347,Diablo III,PC,2012,Role-Playing,Blizzard Entertainment,2.5,2.23,0.0,0.53,9.0,0.0,Low Profile,25
348,Half-Life 2,"PC, XB",2004,Shooter,VU Games,2.65,0.22999999999999998,0.08,0.03,9.3,0.0,Medium Profile,2
354,Pokémon FireRed / LeafGreen Version,GBA,2004,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,8.3,0.0,High Profile,3
356,World of Warcraft,PC,2004,MMO,Blizzard Entertainment,0.12,6.24,0.0,0.0,9.2,8.0,Low Profile,42
358,Gran Turismo 5,PS3,2010,Racing,Sony Computer Entertainment,2.96,4.87,0.81,2.1,8.3,0.0,High Profile,18
359,Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,9.7,9.2,High Profile,12
361,FIFA 18,"PS4, XOne, NS, PS3, X360, PC",2017,Sports,EA Sports,2.71,11.780000000000001,0.29,2.13,7.525,9.1,High Profile,4
362,Gran Turismo 4,PS2,2005,Racing,Sony Computer Entertainment,3.01,0.01,1.1,7.53,8.7,0.0,High Profile,18
363,Animal Crossing: Wild World,DS,2005,Simulation,Nintendo,2.5,3.46,5.33,0.86,8.5,0.0,High Profile,20
370,Super Mario Land 2: 6 Golden Coins,GB,1992,Platform,Nintendo,6.16,2.04,2.69,0.29,9.0,0.0,High Profile,12
372,Grand Theft Auto IV,"X360, PS3, PC",2008,Action,Rockstar Games,11.6,7.64,0.5800000000000001,2.72,9.733333333333333,9.0,Medium Profile,10
373,Super Mario 64 DS,DS,2004,Platform,Nintendo,0.01,0.0,1.25,0.0,8.6,0.0,High Profile,12
387,StarCraft,PC,1998,Strategy,Blizzard Entertainment,0.0,0.04,0.0,0.01,8.7,0.0,Low Profile,34
389,FIFA 17,"PS4, XOne, PS3, X360, PC",2016,Sports,Electronic Arts,2.64,12.07,0.16,2.15,8.850000000000001,0.0,High Profile,4
391,Gran Turismo,"PS, PSP",1998,Racing,Sony Computer Entertainment,4.449999999999999,5.27,2.85,1.3,8.6,9.5,High Profile,18
394,Super Mario All-Stars,SNES,1993,Platform,Nintendo,5.99,2.15,2.12,0.29,0.0,9.5,High Profile,12
399,Call of Duty: Ghosts,"X360, PS3, PS4, XOne, PC, WiiU",2013,Shooter,Activision,15.06,9.6,0.49,3.65,7.833333333333333,0.0,High Profile,23
420,Just Dance 2,Wii,2010,Misc,Ubisoft,5.8,2.86,0.01,0.77,7.3,0.0,High Profile,9
421,Just Dance 3,"Wii, X360, PS3",2011,Misc,Ubisoft,7.76,3.73,0.0,1.31,6.5,0.0,High Profile,9
429,RollerCoaster Tycoon 3,PC,2004,Strategy,Atari,0.01,0.22,0.0,0.02,8.3,0.0,Medium Profile,14
444,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.55,2.11,0.1,0.94,0.0,0.0,High Profile,1
445,Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7.08,2.01,0.08,0.8,9.3,0.0,Medium Profile,2
446,Portal,PC,2008,Shooter,Valve Corporation,0.0,0.0,0.0,0.0,9.0,0.0,Low Profile,28
447,Halo 4,X360,2012,Shooter,Microsoft Studios,6.72,2.36,0.04,0.83,0.0,0.0,Medium Profile,2
449,Final Fantasy VII,"PS, PC",1997,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96,9.0,9.5,High Profile,3
451,Mario Kart 64,N64,1997,Racing,Nintendo,5.55,1.94,2.23,0.15,8.5,0.0,High Profile,18
456,Super Smash Bros. for 3DS,3DS,2014,Fighting,Nintendo,3.73,1.5,2.55,0.54,8.4,0.0,High Profile,15
459,Call of Duty 4: Modern Warfare,"X360, PS3, PC, DS",2007,Shooter,Activision,10.06,5.8,0.42000000000000004,2.06,8.925,9.3,High Profile,23
461,Gran Turismo 2,PS,1999,Racing,Sony Computer Entertainment,3.88,3.42,1.69,0.5,9.2,0.0,High Profile,18
464,Wii Party,Wii,2010,Misc,Nintendo,1.75,3.51,2.49,0.66,7.0,0.0,High Profile,9
465,Call of Duty: Black Ops IIII,"PS4, XOne, PC",2018,Shooter,Activision,7.37,4.47,0.5,1.96,0.0,0.0,High Profile,23
466,Mario Party DS,DS,2007,Misc,Nintendo,4.4,1.86,1.98,0.69,7.1,0.0,High Profile,9
467,Donkey Kong Country,"SNES, GBA",1994,Platform,Nintendo,5.5600000000000005,2.19,3.29,0.30000000000000004,8.25,0.0,High Profile,12
468,Half-Life,"PC, PS2",1998,Shooter,Sierra Entertainment,4.32,0.23,0.09,0.08,8.95,0.0,Medium Profile,2
469,Uncharted 3: Drake's Deception,PS3,2011,Action,Sony Computer Entertainment,2.77,2.81,0.19,1.06,9.3,6.3,High Profile,1
470,Pokémon: Ultra Sun and Ultra Moon,3DS,2017,Role-Playing,Nintendo,2.46,1.74,2.55,0.4,8.1,0.0,High Profile,3
471,FIFA 19,"PS4, XOne, NS, X360, PS3",2018,Sports,Electronic Arts,1.58,8.93,0.16,1.56,5.9,0.0,High Profile,4
488,The Elder Scrolls V: Skyrim,"X360, PS3, PC, NS",2011,Role-Playing,Bethesda Softworks,9.52,8.08,0.41000000000000003,2.5,9.025,9.1,Medium Profile,5
489,Mario Party 8,Wii,2007,Misc,Nintendo,3.74,2.27,1.58,0.7,6.5,0.0,High Profile,9
490,Super Mario Kart,SNES,1992,Racing,Nintendo,3.54,1.24,3.81,0.18,10.0,0.0,High Profile,18
493,Final Fantasy VIII,PS,1999,Role-Playing,Square EA,2.28,1.72,3.63,0.23,9.4,0.0,Low Profile,25
494,Final Fantasy X,PS2,2001,Role-Playing,Square,2.91,2.07,2.73,0.33,9.0,10.0,Low Profile,25
500,Call of Duty: Infinite Warfare,"PS4, XOne, PC",2016,Shooter,Activision,6.14,5.46,0.19,1.83,7.9,0.0,High Profile,23
501,Fallout 4,"PS4, PC, XOne",2015,Role-Playing,Bethesda Softworks,6.42,6.3100000000000005,0.29000000000000004,1.9000000000000001,8.666666666666666,0.0,Medium Profile,5
502,Mario Kart 8,WiiU,2014,Racing,Nintendo,3.22,2.55,1.39,0.54,8.8,0.0,High Profile,18
505,Tekken 3,PS,1998,Fighting,Namco,3.27,2.22,1.4,0.29,9.6,0.0,Medium Profile,16
507,FIFA 16,"PS4, XOne, PS3, X360, PC",2015,Sports,EA Sports,3.1599999999999997,10.559999999999999,0.12000000000000001,1.99,8.7,0.0,High Profile,4
509,The Last of Us,PS3,2013,Action-Adventure,Sony Computer Entertainment America,2.41,2.57,0.29,0.99,9.5,0.0,Low Profile,31
511,GoldenEye 007,"N64, Wii, DS",1997,Shooter,Nintendo,6.64,2.61,0.13,0.15,7.766666666666667,0.0,High Profile,23
512,Star Wars Battlefront (2015),"PS4, XOne, PC",2015,Shooter,Electronic Arts,5.930000000000001,4.78,0.25,1.72,7.166666666666667,0.0,High Profile,23
513,FIFA 13,"PS3, X360, Wii, WiiU, PSP, PC, 3DS",2012,Sports,EA Sports,2.67,10.11,0.18,2.42,7.0,0.0,High Profile,4
520,Halo 2,"XB, PC",2004,Shooter,Microsoft Game Studios,6.83,1.59,0.05,0.09,8.25,0.0,Medium Profile,2
521,Harry Potter and the Sorcerer's Stone,"PS, GB, GBA, PS2, GC, XB, PC",2001,Action,Electronic Arts,3.44,3.47,0.32,0.42,7.3,0.0,High Profile,1
528,Sid Meier's Civilization V,PC,2010,Strategy,2K Games,1.0,0.53,0.0,0.17,8.9,0.0,Medium Profile,14
530,The Sims 3,"PC, X360, PS3, Wii, 3DS, DS",2009,Simulation,Electronic Arts,4.31,9.55,0.05,1.29,7.540000000000001,0.0,High Profile,20
532,Grand Theft Auto: Liberty City Stories,"PSP, PS2",2005,Action,Rockstar Games,4.46,4.23,0.31,2.24,8.55,0.0,Medium Profile,10
537,Pac-Man,"2600, NES",1982,Puzzle,Atari,7.550000000000001,0.53,0.85,0.1,0.0,0.0,Medium Profile,13
540,Bloodborne,PS4,2015,Role-Playing,Sony Computer Entertainment,1.3,1.05,0.28,0.48,8.2,0.0,High Profile,3
541,God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.6,9.2,9.4,High Profile,1
542,Pokémon Platinum Version,DS,2009,Role-Playing,Nintendo,2.76,1.73,2.69,0.54,8.3,8.9,High Profile,3
543,The Legend of Zelda: Ocarina of Time,N64,1998,Adventure,Nintendo,4.1,1.89,1.45,0.16,9.9,10.0,High Profile,26
545,Call of Duty: Advanced Warfare,"PS4, XOne, X360, PS3, PC",2014,Shooter,Activision,10.66,7.99,0.35000000000000003,2.81,8.72,0.0,High Profile,23
549,The Legend of Zelda: Twilight Princess,"Wii, GC",2006,Adventure,Nintendo,4.890000000000001,2.52,0.64,0.73,9.5,9.6,High Profile,26
550,Call of Duty: World at War,"X360, PS3, Wii, DS, PC",2008,Shooter,Activision,9.379999999999999,4.72,0.0,1.8299999999999998,8.2,8.35,High Profile,23
552,Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.7,0.19,0.0,0.0,High Profile,12
553,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3.59,2.37,0.98,0.62,9.7,9.8,High Profile,12
554,Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22,9.2,0.0,High Profile,15
559,Battlefield 3,"X360, PS3, PC",2011,Shooter,Electronic Arts,8.219999999999999,6.5,0.41,2.19,8.633333333333333,0.0,High Profile,23
563,Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,3DS,2016,Role-Playing,Nintendo,0.22,0.2,3.19,0.04,0.0,0.0,High Profile,3
566,Battlefield 1,"PS4, XOne, PC",2016,Shooter,Electronic Arts,5.87,5.32,0.31,1.6600000000000001,9.166666666666666,0.0,High Profile,23
571,Need for Speed Underground,"PS2, XB, GC, GBA",2003,Racing,Electronic Arts,5.26,3.94,0.09,1.1300000000000001,8.6,0.0,High Profile,18
575,The Binding of Isaac,PC,2011,Action,Edmund McMillen,0.0,0.0,0.0,0.0,8.3,0.0,Low Profile,22
577,Pokémon Emerald Version,GBA,2005,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,7.7,0.0,High Profile,3
578,Ratchet & Clank (2016),PS4,2016,Platform,Sony Interactive Entertainment,0.97,0.97,0.06,0.39,0.0,0.0,Low Profile,37
585,Guild Wars 2,PC,2012,Role-Playing,NCSoft,1.01,1.11,0.0,0.25,0.0,0.0,Low Profile,25
604,Need for Speed Underground 2,"PS2, XB, GC, GBA, DS, PC",2004,Racing,Electronic Arts,5.21,4.41,0.09,1.25,7.6000000000000005,0.0,High Profile,18
605,Just Dance 4,"Wii, X360, PS3, WiiU",2012,Music,Ubisoft,5.42,2.65,0.0,0.85,0.0,0.0,High Profile,38
606,Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,4.12,1.77,0.87,0.19,8.5,0.0,High Profile,18
608,Medal of Honor: Frontline,"PS2, XB, GC",2002,Shooter,Electronic Arts,4.390000000000001,3.3,0.17,1.07,8.5,0.0,High Profile,23
609,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,7.8,0.0,High Profile,12
612,Uncharted 2: Among Thieves,PS3,2009,Action,Sony Computer Entertainment,3.28,2.22,0.21,1.02,9.5,9.6,High Profile,1
615,Tomodachi Life,3DS,2014,Simulation,Nintendo,0.97,2.64,1.98,0.28,7.8,0.0,High Profile,20
620,FIFA Soccer 12,"PS3, X360, Wii, PSP, PC, 3DS, PS2",2011,Sports,EA Sports,2.08,8.51,0.15,2.31,8.625,0.0,High Profile,4
622,FIFA 14,"PS3, X360, PS4, XOne, PSV, Wii, PC, 3DS, PSP",2013,Sports,EA Sports,2.88,12.14,0.21,2.09,0.0,0.0,High Profile,4
625,Red Dead Redemption,"PS3, X360",2011,Action,Rockstar Games,6.59,4.609999999999999,0.26,1.6,9.5,10.0,Medium Profile,10
626,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3.19,1.81,1.03,0.47,8.6,0.0,High Profile,12
628,The Legend of Zelda,NES,1987,Adventure,Nintendo,3.74,0.93,1.69,0.14,9.0,0.0,High Profile,26
629,Assassin's Creed III,"PS3, X360, PC, WiiU",2012,Action-Adventure,Ubisoft,6.25,5.0,0.19,1.6300000000000001,8.366666666666667,0.0,High Profile,39
632,Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,8.7,0.0,Low Profile,25
636,Luigi's Mansion: Dark Moon,3DS,2013,Adventure,Nintendo,2.03,1.88,1.17,0.36,8.6,0.0,High Profile,26
639,The Legend of Zelda: Ocarina of Time 3D,3DS,2011,Adventure,Nintendo,1.42,0.01,0.56,0.0,9.3,0.0,High Profile,26
641,Final Fantasy XII,PS2,2006,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,9.4,9.5,Medium Profile,5
645,FIFA 15,"PS4, PS3, X360, XOne, PSV, Wii, 3DS, PC",2014,Sports,EA Sports,3.19,12.45,0.15,2.21,7.359999999999999,0.0,High Profile,4
646,Kingdom Hearts,PS2,2002,Role-Playing,Square EA,3.64,1.2,1.49,0.07,8.5,0.0,Low Profile,25
647,Myst,"PC, DS, PS, SAT, PSP",1995,Adventure,Broderbund,0.11,2.8,0.13,0.01,8.9,0.0,Low Profile,6
648,Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,2.47,0.83,2.87,0.12,0.0,0.0,Medium Profile,16
649,Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33,8.5,0.0,Low Profile,22
652,Tekken 7,"PS4, XOne, PC",2017,Fighting,Namco Bandai Games,0.8999999999999999,0.96,0.12,0.31,0.0,0.0,Medium Profile,16
653,Big Brain Academy,DS,2006,Misc,Nintendo,1.66,2.75,1.6,0.62,7.7,0.0,High Profile,9
664,Just Dance,Wii,2009,Misc,Ubisoft,3.48,2.99,0.0,0.73,5.4,0.0,High Profile,9
667,Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action-Adventure,Konami,2.63,1.72,0.83,0.81,9.3,9.8,High Profile,39
672,Project Gotham Racing,XB,2001,Racing,Microsoft,1.37,0.61,0.05,0.09,8.4,0.0,Low Profile,27
673,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19,0.0,0.0,High Profile,12
675,StarCraft II: Wings of Liberty,PC,2010,Strategy,Blizzard Entertainment,2.6,1.7,0.0,0.56,9.3,0.0,Low Profile,34
676,Tekken 5,PS2,2005,Fighting,Namco,0.93,1.94,0.31,0.7,9.0,0.0,Medium Profile,16
678,Euro Truck Simulator 2,PC,2013,Simulation,SCS Software,0.0,0.13,0.0,0.01,8.5,0.0,Low Profile,33
681,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,9.3,0.0,High Profile,18
682,Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,9.2,0.0,High Profile,12
684,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.31,1.54,0.79,0.37,9.5,0.0,High Profile,12
688,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.63,1.32,0.38,8.4,0.0,High Profile,12
692,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,6.9,0.0,High Profile,23
694,Destiny,"PS4, XOne, X360, PS3",2014,Shooter,Activision,6.71,4.08,0.29000000000000004,1.71,8.3,0.0,High Profile,23
696,Tekken 2,PS,1996,Fighting,Namco,2.26,1.89,1.36,0.23,9.1,0.0,Medium Profile,16
698,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,9.3,0.0,High Profile,12
701,Super Mario World: Super Mario Advance 2,GBA,2002,Platform,Nintendo,3.21,1.11,0.95,0.2,9.4,0.0,High Profile,12
703,LEGO Star Wars: The Complete Saga,"Wii, DS, X360, PS3",2007,Action,LucasArts,8.95,4.82,0.0,1.57,7.933333333333334,0.0,Medium Profile,10
704,Cooking Mama,DS,2006,Simulation,Majesco,3.09,1.92,0.07,0.58,6.6,0.0,Medium Profile,8
705,Metal Gear Solid 2: Sons of Liberty,PS2,2001,Action-Adventure,Konami,2.45,2.01,0.87,0.72,9.5,7.0,High Profile,39
706,God of War III Remastered,PS4,2015,Action,Sony Computer Entertainment,0.4,0.33,0.02,0.15,0.0,0.0,High Profile,1
708,Super Mario Advance,GBA,2001,Platform,Nintendo,3.14,1.24,0.91,0.2,8.2,0.0,High Profile,12
709,Assassin's Creed II,"PS3, X360, PC",2009,Action,Ubisoft,5.69,3.95,0.29,1.45,8.866666666666667,0.0,High Profile,1
710,Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04,8.4,0.0,High Profile,15
712,Assassin's Creed,"X360, PS3, PC",2007,Action,Ubisoft,5.199999999999999,4.489999999999999,0.16,1.44,8.0,8.25,High Profile,1
713,LittleBigPlanet 3,"PS4, PS3",2014,Platform,Sony Computer Entertainment,0.98,1.26,0.02,0.44000000000000006,0.0,0.0,High Profile,12
714,Batman: Arkham City,"PS3, X360, PC",2011,Action,Warner Bros. Interactive,5.87,3.45,0.15,1.3399999999999999,9.366666666666667,0.0,Medium Profile,10
715,Metal Gear Solid,"PS, GB",1998,Action-Adventure,Konami,3.18,1.83,0.8500000000000001,0.24,9.3,0.0,High Profile,39
716,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.51,9.2,9.8,Medium Profile,7
717,Arma III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.0,0.0,Low Profile,28
718,Detroit: Become Human,PS4,2018,Adventure,Sony Interactive Entertainment,0.55,0.67,0.12,0.24,8.0,0.0,Low Profile,6
719,Dragon Quest IX: Sentinels of the Starry Skies,DS,2010,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,8.6,0.0,High Profile,3
720,Final Fantasy IX,PS,2000,Role-Playing,Square,1.62,0.77,2.78,0.14,9.2,0.0,Low Profile,25
721,Final Fantasy X-2,PS2,2003,Role-Playing,Square Enix,1.92,1.08,2.11,0.17,8.3,0.0,Medium Profile,5
724,Tomb Raider (2013),"PC, PS3, X360",2013,Action,Square Enix,1.52,2.58,0.09,0.56,8.733333333333334,0.0,Medium Profile,10
726,Pokémon Stadium,N64,2000,Strategy,Nintendo,3.18,1.24,0.94,0.09,7.5,0.0,High Profile,35
732,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,9.2,0.0,High Profile,12
733,Crash Bandicoot: The Wrath of Cortex,"PS2, XB, GC",2001,Platform,Universal Interactive,3.1199999999999997,2.98,0.24,0.9099999999999999,6.45,0.0,Low Profile,37
734,Super Smash Bros. for Wii U,WiiU,2014,Fighting,Nintendo,2.68,1.15,0.85,0.39,9.2,0.0,High Profile,15
736,Final Fantasy XIII,"PS3, X360",2010,Role-Playing,Square Enix,3.05,1.9,1.8800000000000001,0.72,8.05,9.2,Medium Profile,5
737,Gran Turismo 5 Prologue,PS3,2008,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.52,8.3,0.0,High Profile,18
738,Dr. Mario,"GB, NES",1990,Puzzle,Nintendo,4.800000000000001,1.56,3.52,0.30000000000000004,0.0,0.0,High Profile,36
739,Uncharted: The Lost Legacy,PS4,2017,Action,Sony Interactive Entertainment,0.58,1.38,0.04,0.36,0.0,0.0,Low Profile,22
742,inFAMOUS: Second Son,PS4,2014,Action-Adventure,Sony Computer Entertainment,1.35,1.09,0.07,0.5,0.0,0.0,High Profile,39
747,Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,9.3,0.0,High Profile,12
750,Tomb Raider II,"PS, PC",1997,Adventure,Eidos Interactive,3.21,3.71,0.2,0.41000000000000003,7.8999999999999995,0.0,Medium Profile,11
751,Madden NFL 2004,"PS2, XB, GC, GBA",2003,Sports,EA Sports,5.8999999999999995,0.46,0.01,0.7799999999999999,9.35,0.0,High Profile,4
755,Fallout: New Vegas,"PC, X360, PS3",2010,Role-Playing,Bethesda Softworks,4.8,2.52,0.14,0.96,8.233333333333333,0.0,Medium Profile,5
756,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment America,0.77,1.87,0.41,0.49,8.6,0.0,Low Profile,27
757,Nintendo Land,WiiU,2012,Party,Nintendo,2.52,1.23,0.51,0.38,7.5,0.0,High Profile,38
758,Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,8.3,0.0,Medium Profile,5
759,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,7.9,0.0,High Profile,12
760,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,9.3,0.0,High Profile,12
762,Medal of Honor: Rising Sun,"PS2, XB, GC",2003,Shooter,Electronic Arts,3.07,2.68,0.13,0.8600000000000001,6.25,0.0,High Profile,23
764,Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,0.0,0.0,High Profile,12
766,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft,3.22,1.69,0.0,0.2,7.0,0.0,Low Profile,33
