,Rank,Name,Critic_Score,User_Score
7933,10002,F1 2016,8.8,
7934,10003,Super Adventure Island,,
7935,10004,Rock Band Track Pack: Classic Rock,,
7936,10005,Bust-A-Move 4,7.8,
7937,10006,NFL Quarterback Club 97,,
7938,10007,Galactic Wrestling: Featuring Ultimate Muscle,7.3,
7939,10008,Dino Stalker,,
7940,10009,Super Swing Golf,,
7941,10010,Petz Rescue: Endangered Paradise,,
7942,10011,Rapala's Fishing Frenzy,,
7943,10012,Age of Empires: The Age of Kings,,
7944,10013,Mega Man Zero 3,,
7945,10014,Life Is Strange: Before the Storm,7.5,
7946,10015,MotoGP 09/10,7.0,
7947,10016,Luminous Arc 2,7.5,
7948,10017,Barbie Super Sports,,
7949,10021,Resident Evil: Revelations,7.5,
7950,10022,Tony Hawk's Downhill Jam,,
7951,10023,Nicktoons Collection: Game Boy Advance Video Volume 2,,
7952,10024,The Legend of Heroes: Trails of Cold Steel II,,
7953,10025,Just Dance 2016,,
7954,10026,Duel Masters: Kaijudo Showdown,5.8,
7955,10027,Worms: Battle Islands,,
7956,10028,Sumikko Gurashi: Mura o Tsukurundesu,,
7957,10029,Dragon Quest Builders: Revive Alefgard,8.0,
7958,10030,The Lord of the Rings: The Third Age,,
7959,10031,Kidz Bop Dance Party! The Video Game,,
7960,10033,Karaoke Revolution Glee 2: Road to Regionals,,
7961,10034,Deadpool,,
7962,10035,The Suffering,,
7963,10038,Tetris Worlds,4.6,
7964,10041,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),,
7965,10042,ECW Hardcore Revolution,,
7966,10043,Mega Man 64,,
7967,10044,Ms. Pac-Man: Maze Madness,,
7968,10046,Rampage 2: Universal Tour,,
7969,10047,Taiko no Tatsujin Portable DX,,
7970,10048,NBA Live 09 All-Play,,
7971,10049,Tales of Graces,,
7972,10050,The Amazing Spider-Man 2 (2014),,
7973,10051,All Star Karate,,
7974,10052,Viewtiful Joe 2,,
7975,10053,Jackass the Game,5.6,
7976,10054,The Legend of Heroes: Trails in the Sky FC,,
7977,10055,Naruto Shippuuden: Ninja Council 4,,
7978,10056,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,,
7979,10057,Edna & Harvey: Harvey's New Eyes,,
7980,10058,Kingdom Come: Deliverance,,
7981,10059,Dragon Ball: Origins (JP & incomplete US sales),,
7982,10060,Touch the Dead,,
7983,10061,Marvel Super Hero Squad: The Infinity Gauntlet,,
7984,10062,NBA Jam Extreme,,
7985,10063,Bladestorm: Nightmare,,
7986,10064,Aliens vs Predator: Requiem,,
7987,10065,WipeOut 3 The Game,,
7988,10066,Ragnarok DS,7.0,
7989,10067,The Witch and the Hundred Knight,,
7990,10069,ATV Quad Kings,,
7991,10070,Nickelodeon Party Blast,,
7992,10072,NHL Championship 2000,,
7993,10073,Transformers: Dark of the Moon,3.0,
7994,10074,LEGO Harry Potter: Years 5-7,,
7995,10075,ShellShock: Nam '67,,
7996,10076,Kartia: The Word of Fate,7.9,
7997,10077,CSI: Fatal Conspiracy,,
7998,10078,The Bureau: XCOM Declassified,,
7999,10079,LEGO Harry Potter Collection,,
8000,10080,All-Star Baseball 2002,6.5,
8001,10081,Deadly Creatures,6.9,6.8
8002,10082,Magna Carta: Tears of Blood,6.1,
8003,10083,Pinball Hall of Fame: The Williams Collection,,
8004,10084,Lethal Skies Elite Pilot: Team SW,,
8005,10085,Zombie Army Trilogy,,
8006,10086,Capcom vs. SNK,8.8,
8007,10088,Return to PopoloCrois: A Story of Seasons Fairytale,7.0,
8008,10089,Tamagotchi no KiraKira Omisecchi,,
8009,10090,From Russia With Love,7.3,
8010,10091,Lords of the Fallen,,
8011,10092,Hitman 2,,
8012,10094,Outlast Trinity,,
8013,10095,Guitar Hero: Smash Hits,6.9,
8014,10096,NCAA Basketball 09,,
8015,10097,NFL Quarterback Club 2002,,
8016,10098,Yu-Gi-Oh! GX: Spirit Caller (American Sales),,
8017,10099,Danganronpa Another Episode: Ultra Despair Girls,,
8018,10100,Kirby's Star Stacker,,
8019,10102,Puss in Boots,,
8020,10103,Ben 10 Alien Force: Vilgax Attacks,,
8021,10105,Judgment,,
8022,10106,Imagine: Detective,,
8023,10107,Growlanser: Heritage of War,,
8024,10108,Tropico 3,7.7,
8025,10110,Rugby 2004,5.0,
8026,10111,Disney's Magical Quest Starring Mickey and Minnie,6.1,
8027,10112,Hasbro Family Game Night,,
8028,10113,KORG DS-10 Synthesizer,,
8029,10115,NBA 06,7.2,
8030,10116,Warriors Orochi 4,,
8031,10118,Naruto: Ninja Council,,
8032,10119,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,,
8033,10120,Wreckless: ThE YaKuza MisSiOns,,
8034,10121,Jikkyou Powerful Major League,,
8035,10122,NFL 2K3,9.0,
8036,10123,Hidden Mysteries: Buckingham Palace,,
8037,10124,Disgaea D2,,
8038,10126,Saltwater Sportfishing,,
8039,10127,Yoshi Touch & Go (JP sales),,
8040,10128,Samurai Jack: The Amulet of Time,,
8041,10129,MySims Party,,
8042,10130,J-League Winning Eleven 2008: Club Championship,,
8043,10131,Jackie Chan: Stuntmaster,,
8044,10132,Sports Car GT,,
8045,10133,Big League Sports,,
8046,10134,Hunted: The Demon's Forge,6.0,
8047,10135,Afrika,6.0,8.0
8048,10136,Scooby-Doo! Mystery Mayhem,,
8049,10137,Kanzen Chuuki Pro Yakyuu Greatest Nine,,
8050,10138,American Idol,,
8051,10139,Summer Athletics: The Ultimate Challenge (Others sales),,
8052,10140,Britney's Dance Beat,6.3,
8053,10141,Pass the Pigs,,
8054,10142,Shrek Superslam,,
8055,10143,Naruto: Uzumaki Chronicles 2,,
8056,10144,Sailor Moon,,
8057,10146,WipeOut 3 The Game,,
8058,10148,G.I. Joe: The Rise of Cobra,4.8,
8059,10150,Harry Potter and the Deathly Hallows - Part 2,,
8060,10151,Herdy Gerdy,,
8061,10152,Super Lucky's Tale,6.5,
8062,10153,Jewel Quest: Expeditions,,
8063,10155,Dai-2-Ji Super Robot Taisen OG,,
8064,10156,Evolve,,
8065,10158,Armored Core V,,
8066,10159,Digimon World Re:Digitize,,
8067,10160,UFC Personal Trainer: The Ultimate Fitness System,4.5,
8068,10161,Over G Fighters,5.1,
8069,10162,Tales of Symphonia: Dawn of the New World,6.8,8.3
8070,10163,NBA In The Zone 2000,,
8071,10164,Dark Summit,,
8072,10165,Anarchy Reigns,,
8073,10166,Cabela's Big Game Hunter: Ultimate Challenge,,
8074,10167,DiRT Rally,,
8075,10168,Magician's Quest: Town of Magic,,
8076,10170,Rampage: Total Destruction,,
8077,10171,TRON: Evolution - Battle Grids,,
8078,10172,The Dukes of Hazzard: Return of the General Lee,,
8079,10173,UFC Undisputed 2010,7.7,
8080,10174,Pandemonium!,,
8081,10175,Petz Rescue: Wildlife Vet,,
8082,10176,Namco Museum: 50th Anniversary,,
8083,10177,Crash 'N' Burn,,
8084,10178,EVE: Valkyrie,,
8085,10179,MLB 10: The Show,7.0,
8086,10180,NBA,6.4,7.2
8087,10181,Teenage Mutant Ninja Turtles: Smash-Up,7.2,
8088,10182,Pro Yakyuu Greatest Nine '97,,
8089,10183,Lunar: Silver Star Story Complete,,
8090,10184,Dorabase DS: Dramatic Stadium,,
8091,10185,Star Trek: The Game,5.2,
8092,10186,Disaster Report,,
8093,10187,EVE: burst error,,
8094,10188,Backyard NFL Football '09,,
8095,10189,Now! That's What I Call Music: Dance & Sing,,
8096,10191,College Hoops 2K7,7.9,
8097,10192,Phantasy Star 0,7.5,
8098,10193,NCAA March Madness 08,,
8099,10194,Speed Racer: The Videogame,,
8100,10195,Nintendo Presents: Crossword Collection,,
8101,10197,Bratz: Forever Diamondz,,
8102,10198,WCW Backstage Assault,,
8103,10199,SingStar Pop Edition,,
8104,10200,The Legend of Heroes: Trails of Cold Steel,,
8105,10201,Wild Wild Racing,,
8106,10202,The Bard's Tale,,
8107,10203,The Magic School Bus: Oceans,,
8108,10204,Hannah Montana: The Movie,,
8109,10205,Momotarou Dentetsu 16,,
8110,10206,Robotech: The Macross Saga,,
8111,10207,Yu Yu Hakusho: Dark Tournament,,
8112,10209,MTV Celebrity Deathmatch,,
8113,10210,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,,
8114,10211,SBK X: Superbike World Championship,,
8115,10212,Ys VIII: Lacrimosa of Dana,,
8116,10213,Lost Planet 3,,
8117,10214,Petz: Horse Club,,
8118,10215,Conflict Zone,,
8119,10216,Hitman: HD Trilogy,,
8120,10217,Madden NFL 07,6.9,
8121,10218,High School Musical 3: Senior Year DANCE!,,
8122,10219,Tom Clancy's Splinter Cell: Blacklist,8.9,
8123,10220,Yoostar2,,
8124,10221,BloodRayne,7.3,
8125,10222,Just Dance 2018,,
8126,10223,Where's Waldo? The Fantastic Journey,,
8127,10224,The Con,6.8,
8128,10225,NHL 2K6,,
8129,10226,Marvel Super Hero Squad,,
8130,10227,Homefront: The Revolution,,
8131,10228,Tenchu: Return From Darkness,,
8132,10229,World Poker Tour,,
8133,10230,Neo Contra,6.9,
8134,10231,Tony Hawk's American Sk8land,8.7,
8135,10232,MVP Baseball,6.6,
8136,10233,Bound By Flame,,
8137,10234,Hasbro Family Game Night 3,,
8138,10235,Breakaway IV,,
8139,10236,Ghostbusters II,,
8140,10237,RealSports Baseball,,
8141,10238,Fate/Extella: The Umbral Star,8.0,
8142,10239,Prince of Persia: Revelations,6.3,
8143,10240,Imagine: Boutique Owner,,
8144,10241,Tales of Phantasia,,
8145,10242,Radiant Historia: Perfect Chronology,8.1,
8146,10243,LEGO Marvel's Avengers,,
8147,10244,The BIGS 2,,
8148,10245,Frogger 3D,7.0,
8149,10246,50 Cent: Blood on the Sand,7.3,
8150,10247,Viewtiful Joe 2,,
8151,10249,Quake III: Revolution,,
8152,10250,Pac-Man World 3,,
8153,10251,Bass Pro Shops: The Strike,,
8154,10252,Naruto: Clash of Ninja (JP sales),,
8155,10253,Robotech: Battlecry,,
8156,10254,NOëL: NOT DiGITAL,,
8157,10255,Dragon Ball Z Hyper Dimension,,
8158,10256,FIFA 16,8.5,
8159,10258,Pro Evolution Soccer 2012,,
8160,10259,HBO Boxing,,
8161,10260,Cursed Mountain,6.3,
8162,10261,Darkwatch,,
8163,10262,Move Fitness,5.0,
8164,10263,Bratz: Girlz Really Rock,,
8165,10264,de Blob 2,7.5,
8166,10265,The Chronicles of Narnia: Prince Caspian,,
8167,10266,A Boy and His Blob,7.9,
8168,10267,Tekken 3D: Prime Edition,6.5,
8169,10268,Maximo vs Army of Zin,,
8170,10269,The Fairly OddParents: Breakin' Da Rules,,
8171,10271,The Legend of Spyro: The Eternal Night,,
8172,10272,Age of Empires: Mythologies,8.2,
8173,10273,Order Up!,,
8174,10274,Summoner 2,,
8175,10275,The Land Before Time: Big Water Adventure,,
8176,10277,You Don't Know Jack,8.0,
8177,10278,Project Versus J,,
8178,10279,Shadow of Destiny,,
8179,10280,Brunswick Pro Bowling,6.5,
8180,10281,Valkyria Chronicles III: Unrecorded Chronicles,,
8181,10282,Cabela's Deer Hunt: 2004 Season,,
8182,10283,The Sims 4: Cats & Dogs,,
8183,10284,Baja: Edge of Control,5.0,
8184,10285,Fallout 76,3.7,
8185,10286,ClayFighter 63 1/3,3.1,
8186,10287,Cruis'n Exotica,5.8,
8187,10288,Drakengard 2,,
8188,10289,Gex 3: Deep Cover Gecko,,
8189,10290,K-ON! Houkago Live!!,,10.0
8190,10291,Monopoly,,
8191,10292,One Piece Unlimited Cruise SP,,
8192,10293,WCW Nitro,,
8193,10294,WinBack: Covert Operations,,
8194,10295,SBK Superbike World Championship,,
8195,10296,NBA Live 16,,
8196,10297,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,,
8197,10298,Disney's Planes,,
8198,10299,Bastard!! Utsuro Naru Kamigami no Utsuwa,,
8199,10300,G.I. Joe: The Rise of Cobra,4.3,
8200,10301,The King of Fighters '96,,
8201,10302,Bionicle,4.8,
8202,10303,Conan Exiles,,
8203,10304,Angel Blade: Neo Tokyo Guardians,,
8204,10305,Threads of Fate,7.8,
8205,10306,World Series of Poker,3.3,
8206,10307,PoPoLoCrois Monogatari II,,
8207,10308,Vampire Rain,3.9,
8208,10309,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,,
8209,10310,Rayman Raving Rabbids,6.4,
8210,10311,Shin Megami Tensei: Persona,7.6,
8211,10312,The Amazing Spider-Man (2012),7.0,
8212,10313,Deus Ex: The Conspiracy,8.0,
8213,10314,Unreal II: The Awakening,,
8214,10315,Rumble Racing,,
8215,10316,Spider-Man: Web of Shadows,6.9,
8216,10317,Batman Begins,,
8217,10318,Guilty Gear Xrd: Sign,,
8218,10319,State of Decay: Year One Survival Edition,,
8219,10321,DEFIANCE,,
8220,10322,J-League Winning Eleven 10 + Europa League 06-07,,
8221,10323,Shrek: Reekin' Havoc,,
8222,10324,Champion Jockey: G1 Jockey & Gallop Racer,,
8223,10325,Way of the Samurai 3,,
8224,10326,Tales of Phantasia: Narikiri Dungeon X,,
8225,10327,Barbie: Groom and Glam Pups,,
8226,10328,JSRF: Jet Set Radio Future,,
8227,10329,NHL Hitz 20-02,,
8228,10330,Devil May Cry HD Collection,,
8229,10333,Greg Hastings Paintball 2,,
8230,10334,The Last Airbender,,
8231,10335,NCAA Football 2003,9.2,
8232,10336,7 Days to Die,,
8233,10337,Rollcage,,
8234,10338,Prison Break: The Conspiracy,3.3,
8235,10339,Blue Dragon Plus,6.5,
8236,10342,StokEd,,
8237,10343,ESPN Winter X Games: Snowboarding 2002,,
8238,10344,Zone of the Enders HD Collection,,
8239,10345,Project: Snowblind,,
8240,10346,Dynasty Warriors 8: Empires,,
8241,10347,Super Robot Taisen K,,
8242,10348,You Don't Know Jack,7.7,
8243,10349,Dragon's Dogma: Dark Arisen,,
8244,10350,Mortal Kombat: Special Forces,,
8245,10351,Tony Hawk's Motion,,
8246,10352,Kan Colle Kai,,
8247,10353,NCAA March Madness 07,,
8248,10354,Plants vs. Zombies,,
8249,10356,Shin Megami Tensei: Persona 3 (jp sales),,
8250,10357,NBA Live 18,,
8251,10358,Evil Dead: Regeneration,,
8252,10359,Street Fighter x Tekken,,
8253,10360,The Lord of the Rings: War in the North,6.5,
8254,10363,Disney's Planes,,
8255,10364,Wacky Races: Crash & Dash,,
8256,10365,theHunter: Call of the Wild,,
8257,10366,NCAA Football 10,7.0,
8258,10367,Dead to Rights: Retribution,5.7,
8259,10368,The Naked Brothers Band: The Video Game,,
8260,10369,NHL 2003,,
8261,10370,Tenchu: Shadow Assassins,7.0,
8262,10371,X-Men: Children of the Atom,,
8263,10372,Tiger Woods PGA Tour,8.0,
8264,10373,NHL 2K3,,
8265,10374,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,,
8266,10375,Heisei Kyouiku linkai DS,,
8267,10376,Discovery Kids: Pony Paradise,,
8268,10377,SpongeBob SquarePants: Game Boy Advance Video Volume 3,,
8269,10378,Pro Yakyuu Spirits 2010,,
8270,10380,Final Fight One,8.2,
8271,10382,Gallop Racer 2003: A New Breed,,
8272,10383,BeyBlade VForce: Super Tournament Battle,2.5,
8273,10384,Outlaw Golf 2,,
8274,10385,LBX: Little Battlers eXperience,7.0,
8275,10388,Bugs Bunny & Taz: Time Busters,8.0,
8276,10389,Dragon Ball Z: Sagas,5.7,
8277,10390,Jikkyou Powerful Pro Yakyuu 2012,,
8278,10391,Wedding Dash,,
8279,10392,X2: Wolverine's Revenge,5.8,
8280,10393,Power Rangers: Wild Force,,
8281,10394,Dragon Quest Monsters: Joker 3 - Professional,,
8282,10395,Mary-Kate and Ashley: Girls Night Out,,
8283,10396,The King of Fighters '95,,
8284,10397,Castlevania: Lords of Shadow 2,,
8285,10398,LEGO Harry Potter: Years 5-7,,
8286,10399,Kingdom Hearts: The Story So Far,,
8287,10400,Beyblade G-Revolution,2.4,
8288,10402,Jillian Michaels' Fitness Adventure,,
8289,10404,Disney Art Academy,,
8290,10405,Trade & Battle: Card Hero,,
8291,10406,EVE Online,,
8292,10407,World Championship Cards,3.9,
8293,10408,Code of Princess,7.2,
8294,10409,Capcom Fighting Evolution,,
8295,10410,Mobile Suit Gundam: Crossfire,,
8296,10411,Godzilla (2015),,
8297,10412,SD Gundam GNext,,
8298,10413,Backyard NFL Football 2006,,
8299,10414,Thrillville,7.4,
8300,10415,NASCAR Heat 2002,,
8301,10416,Sloane to MacHale no Nazo no Monogatari,,
8302,10418,Sengoku Basara 2 Heroes,,
8303,10419,Buzz! The Schools Quiz,,
8304,10420,Suikoden Tactics,,
8305,10421,NCAA March Madness 06,,
8306,10422,Pillars of Eternity II: Deadfire,,
8307,10423,Phantasy Star Online,8.9,
8308,10425,Crazy Taxi 3: High Roller,,
8309,10426,Midnight Club 3: DUB Edition Remix,,
8310,10427,International Superstar Soccer 2000,,
8311,10429,CandyLand / Chutes & Ladders / Memory,,
8312,10430,Kung Fu Rider,4.3,
8313,10431,The Amazing Spider-Man (2012),,
8314,10432,The Bible Game,,
8315,10433,Major League Baseball 2K11,,
8316,10434,Drift King Shutokou Battle '94,,
8317,10435,Shining Blade,,
8318,10437,Need for Speed Carbon: Own the City,,
8319,10440,The Ultimate Red Ball Challenge,,
8320,10441,PBR: Out of the Chute,,
8321,10442,The King of Fighters Collection: The Orochi Saga,,
8322,10443,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,,
8323,10444,Port Royale 3,,
8324,10447,We Sing Robbie Williams,,
8325,10448,Enchanted Arms,5.9,
8326,10449,Major League Baseball 2K12,,
8327,10450,Saturday Night Speedway,,
8328,10451,CSI: Deadly Intent,,
8329,10452,Bratz: Rock Angelz,,
8330,10453,Langrisser III,,
8331,10454,MLB SlugFest 20-03,,
8332,10455,Samurai Spirits (CD),,
8333,10457,Eagle Flight,,
8334,10459,Pitfall: The Lost Expedition,,
8335,10460,Deal or No Deal: The Banker is Back!,,
8336,10461,From TV Animation One Piece: Grand Battle! 3,,
8337,10462,Rocket Power: Zero Gravity Zone,,
8338,10463,Le Mans 24 Hours,,
8339,10464,ESPN MLB Baseball,,
8340,10465,Shrek: Forever After,,
8341,10466,Summon Night 4,,
8342,10468,All Star Pro-Wrestling,,
8343,10469,Dragon Ball Z: Harukanaru Densetsu,,
8344,10470,Dark Messiah of Might and Magic Elements,5.0,
8345,10471,Wizards of Waverly Place: Spellbound,,
8346,10472,Shaun White Skateboarding,6.6,
8347,10473,WRC: FIA World Rally Championship,,
8348,10474,Harvest Moon: More Friends of Mineral Town,8.0,
8349,10475,Infinite Space,7.2,
8350,10476,The Fairly Odd Parents: Shadow Showdown,,
8351,10477,Planet 51,,
8352,10478,DanceMasters,6.2,
8353,10479,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,,
8354,10480,Black Panther 2: Yakuza Ashura Chapter,,
8355,10481,Just Dance: Greatest Hits,,
8356,10482,DarkStar One: Broken Alliance,6.4,
8357,10483,NBA 2K2,,
8358,10484,X2: Wolverine's Revenge,7.7,
8359,10485,Teenage Mutant Ninja Turtles: Danger of the Ooze,,
8360,10486,7th Dragon 2020,,
8361,10487,Cars,,
8362,10488,Dragon Ball: Revenge of King Piccolo,6.1,8.0
8363,10489,Taiko no Tatsujin: Waku Waku Anime Matsuri,,
8364,10490,Spy Hunter,7.9,
8365,10491,Dead to Rights II,,
8366,10492,Super Dodge Ball Advance,,
8367,10493,Ogre Battle Saga Episode Five: The March of the Black Queen,7.6,
8368,10494,Apache: Air Assault,,
8369,10495,"Ni Hao, Kai-lan: New Year's Celebration",,
8370,10496,MLB 12: The Show,,
8371,10497,Body and Brain Connection,6.0,
8372,10499,MDK,,
8373,10501,Monster Jam,,
8374,10502,Rock Band Track Pack: Classic Rock,,
8375,10503,Ty the Tasmanian Tiger 2: Bush Rescue,7.4,
8376,10504,Sniper: Ghost Warrior 2,,
8377,10505,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,,
8378,10506,Speed Punks,,
8379,10507,3rd Super Robot Wars Z: Tengoku-Hen,,
8380,10508,Cabela's Survival: Shadows of Katmai,,
8381,10509,The Legend of Heroes: Ao no Kiseki,,
8382,10510,Clive Barker's Jericho,5.8,
8383,10511,Warriors Orochi,6.4,
8384,10512,MVP Baseball 2003,,
8385,10513,Earth Defense Force: Insect Armageddon,6.6,
8386,10514,NCAA Final Four 2004,,
8387,10515,NBA 07,6.9,
8388,10516,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",,
8389,10520,Aquanaut's Holiday,8.0,
8390,10527,Body Harvest,,
8391,10531,Digimon World DS,,
8392,10532,Disgaea 5 Complete,9.0,
8393,10533,Disney's Tarzan,,
8394,10534,Disruptor,,
8395,10538,Famista 64,,
8396,10541,Front Mission 5: Scars of the War,,
8397,10542,Global Defence Force,,
8398,10544,Gothic II,8.0,
8399,10545,Grand Prix Legends,,
8400,10547,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,,
8401,10549,Kamen Rider: Battride War,,
8402,10550,King's Field (Japan),,
8403,10551,Magical Tetris Challenge,,
8404,10556,NHL FaceOff,,
8405,10560,Pac-Man Pinball Advance,,
8406,10561,Phantasy Star Universe,6.4,
8407,10563,Rise of Nightmares,5.5,
8408,10564,Roadsters 99,6.4,
8409,10566,San Francisco Rush 2049,,
8410,10569,Snowboard Kids,8.0,
8411,10571,Super Robot Taisen 64,,
8412,10572,The Game of Life,,
8413,10573,Tigger's Honey Hunt,7.3,
8414,10576,Twisted Edge Extreme Snowboarding,,
8415,10579,Worms,,
8416,10580,Worms 2,,
8417,10581,Worms Armageddon,,
8418,10583,IHRA Drag Racing 2004,,
8419,10584,Treasure World,,
8420,10586,Shining Hearts,,
8421,10587,SingStar: Back to the 80s,,
8422,10588,Marvel: Ultimate Alliance 2,,
8423,10589,Sid Meier's Pirates!,8.5,
8424,10590,Cabela's North American Adventures,,
8425,10591,Front Mission Evolved,,
8426,10592,Jissen Pachi-Slot Hisshouhou! Aladdin A,,
8427,10593,Ford Racing Off Road,,
8428,10594,Namco Museum: 50th Anniversary,,
8429,10595,Nobunaga no Yabou: Reppuuden,,
8430,10596,Resident Evil Zero,,
8431,10599,Ashes Cricket 2009,,
8432,10600,The BIGS 2,,
8433,10601,Sleeping Dogs: Definitive Edition,7.5,
8434,10602,Project CARS 2,9.2,
8435,10603,Press Your Luck 2010 Edition,,
8436,10604,Mat Hoffman's Pro BMX 2,,
8437,10605,Treasure Hunter G,,
8438,10606,From Russia With Love,,
8439,10607,Wing Arms,,
8440,10608,Marvel Super Hero Squad: Comic Combat,,
8441,10611,Pro Yakyuu Spirits 2013,,
8442,10612,Titanfall 2,,
8443,10613,Cabela's Big Game Hunter (2008),,
8444,10614,Record of Agarest War,7.0,
8445,10615,Ridge Racer 6,7.9,
8446,10616,The Cheetah Girls: Passport to Stardom,,
8447,10617,Grandia II,8.6,
8448,10619,Namco Museum Vol.4,,
8449,10620,Classic NES Series: Ice Climber,6.1,
8450,10621,Neighborhood Games,,
8451,10622,Shark Tale,,
8452,10623,UFC Personal Trainer: The Ultimate Fitness System,,
8453,10624,NFL Street 2,8.2,
8454,10625,God Eater Resurrection,,
8455,10626,Pro Yakyuu Spirits 2013,,
8456,10627,My Secret World by Imagine,,
8457,10628,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,,
8458,10629,Gladius,,
8459,10630,CSI: Unsolved!,,
8460,10631,Skylanders: SuperChargers Racing,,
8461,10632,Untold Legends: Dark Kingdom,,
8462,10633,Dave Mirra Freestyle BMX 2,,
8463,10634,Dante's Inferno,6.6,
8464,10635,Soldier of Fortune: Payback,,
8465,10636,Arcana Heart 3,7.0,
8466,10638,Pro Yakyuu Spirits 2012,,
8467,10639,SpongeBob SquarePants: Revenge of the Flying Dutchman,,
8468,10642,Afro Samurai,6.5,
8469,10643,Taiko no Tatsujin: Go! Go! Godaime,,
8470,10644,Taiko Drum Master,8.1,
8471,10645,Bust-A-Move 2 Arcade Edition,6.9,
8472,10646,Bleach: The 3rd Phantom,,
8473,10647,Solatorobo: Red the Hunter,7.6,
8474,10648,Tetris Worlds (Online Edition),,
8475,10649,Forgotten Realms: Demon Stone,,
8476,10650,Super Baseball Simulator 1.000,,
8477,10651,Battleborn,,
8478,10652,Looney Tunes: Space Race,,
8479,10653,Just Dance 2: Extra Songs,,
8480,10654,Puzzle Challenge: Crosswords and More!,6.4,
8481,10655,Mahjongg Mysteries: Ancient Egypt,,
8482,10656,Backyard Hockey,6.0,
8483,10657,Rock Band Track Pack Volume 2,,
8484,10658,Yoga: The first 100% Experience,,
8485,10659,Playboy: The Mansion,,
8486,10660,X-Men Origins: Wolverine,,
8487,10661,Jikkyou Powerful Pro Yakyuu 2010,,
