Rank,Name,Critic_Score,User_Score
12218,Power Pro Kun Pocket 9,,
12219,Shenmue II,8.7,
12220,Gundam Breaker 2,,
12221,Dragon Quest Builders 2,,
12222,Major League Baseball 2K8,,
12223,Armored Core: For Answer,6.5,
12224,Capcom Classics Collection,,
12226,Fugitive Hunter: War on Terror,,
12227,Gear.Club Unlimited,6.1,
12228,TRON: Evolution,,
12229,The Incredible Hulk: Ultimate Destruction,8.7,
12230,Toukiden 2,,
12231,SNK Arcade Classics Vol. 1,6.7,
12232,Prince of Persia: The Two Thrones,8.7,
12233,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,,
12234,Pac-Man World 3,,
12237,Phantasy Star Online Episode I & II,8.2,
12238,All-Star Baseball 2005,,
12239,SpongeBob's Boating Bash,,
12240,Nancy Drew: The White Wolf of Icicle Creek,,
12241,Batman Begins,,
12243,The Cursed Crusade,,
12244,Song of the Deep,,
12246,Toy Story Racer,,
12247,Disney's Donald Duck: Goin' Quackers,,
12248,Mobile Suit Gundam: Perfect One Year War,,
12249,Galerians,,
12250,Crash: Twinsanity,,
12252,Bakugan Battle Brawlers: Defenders of the Core,,
12253,NHL 2K10,6.6,
12254,DmC Devil May Cry: Definitive Edition,,
12255,Attack on Titan,,
12256,DrumMania,,
12257,Imagine: Fashion Designer,,
12258,Yu-Gi-Oh! Nightmare Troubadour (US sales),,
12259,Metroid Prime: Federation Force,6.3,
12260,Record of Agarest War 2,,
12261,Arena Football,,
12262,Charm Girls Club: Pajama Party,,
12263,Power Pro Kun Pocket 1+2,,
12264,Tamagotchi no Narikiri Channel,,
12265,The Wizard of Oz: Beyond The Yellow Brick Road,6.4,
12266,Medal of Honor: Infiltrator,,
12267,Baseball Blast!,,
12268,Jewel Quest Solitaire,,
12270,Jurassic: The Hunted,,
12271,Blazing Dragons,6.6,
12272,Battle Chasers: Nightwar,,
12273,Pac-Man Party 3D,,
12274,Syndicate,,
12275,MLB 13: The Show,7.6,
12276,Super Monkey Ball Deluxe,,
12277,Devil Summoner: Soul Hackers,,
12278,Shin Chan: ¡Aventuras de Cine!,,
12281,Tamagotchi Collection,,
12283,Darkstalkers Chronicle: The Chaos Tower,7.5,
12285,Barbie Superpack: Secret Agent / Groovy Games,,
12286,Turbo Prop Racing,,
12287,Tom Clancy's Ghost Recon,,
12288,Dance Dance Revolution (North America),,
12290,Mad Dash Racing,,
12291,Rubik's World,,
12292,MotoGP 2: Ultimate Racing Technology,,
12293,Black * Rock Shooter: The Game,,
12294,BMX XXX,,
12295,Dragon Ball Z: Idainaru Dragon Ball Densetsu,,
12296,Sonic Advance & Sonic Pinball Party Combo Pack,,
12297,Boktai: The Sun is in Your Hand,7.8,
12298,Rayman Raving Rabbids,,
12299,Ultimate Board Game Collection,,
12300,Kamen Rider: Climax Heroes OOO,,
12301,Guilty Gear X2 #Reload,,
12302,Super Robot Wars V,,
12303,Wizardry VII: Gadeia no Houshu,,
12304,Tiger Woods PGA Tour,,
12305,Thor: God of Thunder,3.7,
12306,Elf: The Movie,,
12308,Cave Story 3D,8.2,
12309,MLB SlugFest 20-03,,
12310,Tamagotchi no Appare! Niji Venture,,
12311,Adventures to Go!,,
12313,Grabbed by the Ghoulies,,
12314,Cars: Mater-National Championship,,
12315,Shadow Hearts: From The New World,7.6,
12317,CSI: 3 Dimensions of Murder,,
12318,Mega Man Powered Up,8.7,
12319,Kid Adventures: Sky Captain,,
12320,Barbarian,,
12321,Has-Been Heroes,4.8,
12322,QuickSpot,,
12323,Tennis no Oji-Sama: Aim at The Victory!,,
12324,Alien: Isolation,,
12325,L.A. Rush,,
12326,Spider-Man: Friend or Foe,5.6,
12327,"Lunar 2: Eternal Blue(sales, but wrong system)",,
12328,Pipe Dreams 3D,,
12330,Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,,
12333,Sherlock Holmes: The Devil's Daughter,,
12334,Adrenalin Misfits,4.7,
12335,G.I. Joe: The Rise of Cobra,5.2,
12336,Fox Sports Golf '99,,
12337,Thor: God of Thunder,3.8,
12338,Jurassic: The Hunted,,
12339,Power Rangers: Super Legends,,
12340,Sakura Wars GB,,
12341,Shining Force CD,,
12342,Class of Heroes,5.4,
12343,Tony Hawk's Pro Skater 5,,
12344,SafeCracker: The Ultimate Puzzle Adventure,,
12345,Fatal Frame,7.6,
12346,Rayman 3,7.9,
12347,The Fifth Element,3.7,
12348,Cyberdimension Neptunia: 4 Goddesses Online,,
12349,Gungnir,7.4,
12350,Okaeri! Chibi-Robo! Happy Richie Oosouji,,
12351,FIFA Street 2,4.9,
12352,Wild ARMs 4,6.6,
12353,Geometry Wars: Galaxies,,
12355,Grand Kingdom,,
12356,Ratatouille,6.1,
12357,G.I. Joe: The Rise of Cobra,5.2,
12358,Casper: Spirit Dimensions,,
12359,Super Robot Taisen OG Saga: Endless Frontier (JP sales),,
12360,Farming Simulator 2012,,
12361,Balloon Pop,,
12362,Hexyz Force,6.7,
12363,Sengoku Musou 3 Empires,,
12364,Thunder Truck Rally,,
12365,Naruto Shippuden: Ultimate Ninja Storm Legacy,,
12366,Arslan: The Warriors of Legend,,
12367,Klonoa: Empire of Dreams,8.6,
12368,NFL Head Coach 09,,
12370,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,,
12372,Second Sight,7.9,
12374,Scarface: The World is Yours,,
12375,Mytran Wars,,
12376,Monster House,,
12377,Phantom Brave,,
12378,Diner Dash: Flo on the Go,,
12379,Championship Motocross 2001 featuring Ricky Carmichael,6.8,
12380,Kenka Banchou 5: Otoko no Housoku,,
12381,Naruto: Ninja Council 3 (JP sales),,
12383,Doshin the Giant,6.8,
12384,Pro Baseball Spirits 2015,,
12385,Mojo!,,
12386,Shrek 2 and Shark Tale 2-in-1 Pack,,
12387,Front Mission Alternative,,
12388,Kamen Rider Ryuki,,
12389,FIFA Soccer 2005,,
12390,World Championship Poker: Howard Lederer - All In,5.1,
12391,"NewU Fitness First Mind Body, Yoga & Pilates Workout",,
12392,F1 2011,,
12393,Etrian Odyssey 2 Untold: Knight of Fafnir,8.0,6.0
12394,Power Stone,8.6,
12395,Jonny Moseley Mad Trix,,
12396,Uta no * Prince-Sama: Repeat,,
12397,Senran Kagura Burst,,
12398,MTV Music Generator 3: This Is the Remix,,
12399,Dragon Quest Builders 2,,
12400,Cake Mania 3,,
12401,Just Dance: Disney Party,,
12402,Top Spin 4,4.0,
12404,.hack//Link,,
12405,Terminator 3: Rise of the Machines,,
12406,SSX On Tour,,
12407,NCAA College Basketball 2K3,,
12408,Power Gig: Rise of the SixString,3.9,
12409,Styx: Shards of Darkness,,
12410,Run for Money CHO Tousouchuu,,
12411,Victorious Boxers: Revolution,5.8,
12412,Tales of Destiny: Director's Cut,,
12413,The Legend of Heroes II: Prophecy of the Moonlight Witch,,
12414,Pro Cycling Manager 2016,,
12416,Doom,8.3,
12417,Super Dodgeball Brawlers,,
12418,Mary-Kate and Ashley: Winners Circle,,
12419,PaRappa The Rapper 2,,
12421,OutRun 2,,
12422,Okami HD,,
12423,Marvel vs. Capcom 2,9.0,
12424,Drawn to Life Collection,,
12425,Fast Food Panic,,
12426,PANGYA: Fantasy Golf,,
12427,Shining Resonance,,
12428,Hitman: Blood Money,8.1,
12429,Shining Wind,,
12431,Soukaigi,,
12432,Pipe Mania,,
12433,Xevious 3D/G+,,
12434,Gretzky NHL 06,5.8,
12435,Shonen Jump's Shaman King: Master of Spirits,,
12436,Pro Yakyuu Spirits 2014,,
12437,NFL Blitz 20-03,,
12439,Pirates: The Legend of Black Kat,,
12440,Fur Fighters: Viggo's Revenge,,
12441,Battlefield: Hardline,,
12442,Murdered: Soul Suspect,,
12443,Krull,,
12444,Under Night In-Birth,,
12445,Mx vs. ATV Reflex,,
12446,Yu-Gi-Oh! Monster Capture GB,,
12447,Ford Racing Off Road,,
12448,Dream Pinball 3D,,
12449,Hero's Saga Laevatein Tactics,,
12450,Zapper: One Wicked Cricket!,,
12451,Metal Slug Anthology,,
12453,The Da Vinci Code,,
12454,Scooby-Doo! Night of 100 Frights,,
12455,Our House Party!,,
12456,Chicken Shoot,,
12457,Dead to Rights,,
12459,Arctic Tale,,
12460,Bejeweled 3,,
12461,Sphinx and the Cursed Mummy,8.4,
12462,Cranium Kabookii,,
12463,Cabela's Outdoor Adventures (2009),,
12464,WWE 2K16,,
12465,South Park: The Fractured But Whole,9.5,9.5
12466,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,,
12467,The Lord of the Rings: Aragorn's Quest,,
12468,Risen 2: Dark Waters,5.5,
12470,Naruto RPG 2: Chidori vs Rasengan,,
12472,Nicktoons MLB,,
12473,TRINITY: Souls of Zill O'll,5.5,
12476,Horse Life Adventures,,
12477,Destruction Derby Raw,,
12478,Project V6,,
12479,Adventure Time: Finn & Jake Investigations,,
12480,The Walking Dead: Season Two,,
12481,World Tour Soccer 2003,,
12482,Akiba's Trip,,
12483,Virtua Tennis 4,5.2,
12484,Bravo Air Race,5.3,
12485,Onimusha Essentials,,
12486,Gundam: The Battle Master,,
12487,Spyro: A Hero's Tail,,
12488,¡Shin Chan Flipa en colores!,,
12489,Pro Evolution Soccer 2015,,
12490,Taiko no Tatsujin: Don Don! Mystery Adventure,,
12491,Eternal Poison,,
12492,Backyard Sports: Sandlot Sluggers,,
12494,Guilty Gear Xrd -Revelator-,,
12495,Gretzky NHL 06,,
12496,Gungrave: Overdose,,
12497,Kidou Senshi Gundam: Shin Gihren no Yabou,,
12498,We Happy Few,,
12499,Rocksmith 2014 Edition Remastered,,
12500,Assassination Classroom: Grand Siege on Korosensei,,
12501,NBA ShootOut 2002,,
12502,The Granstream Saga,7.6,7.0
12503,Mr. Driller: Drill Spirits,,
12504,Baldur's Gate: Dark Alliance,7.7,
12505,Bassmasters 2000,,
12506,Bio FREAKS,6.2,
12508,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,,
12509,Etrian Odyssey III: The Drowned City,7.3,
12510,Front Mission 4,,
12511,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",6.9,
12512,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,,
12513,Micro Machines 64 Turbo,,
12515,WCW Backstage Assault,,
12516,Eternal Eyes,,
12519,Gallop & Ride!,,
12520,Fate/Unlimited Codes,,
12521,Atari's Greatest Hits: Volume 1,,
12522,The Operative: No One Lives Forever,6.8,
12523,Epidemic,,
12524,Monster House,,
12525,Yogi Bear: The Video Game,,
12526,Asphalt: Urban GT 2,,
12527,Dead or Alive 2,9.0,
12528,X-Blades,6.0,
12529,Buck Fever,,
12530,Cabela's African Safari,,
12531,Wild ARMs XF,,
12533,NCAA Basketball Final Four 97,,
12534,Hot Wheels: Beat That!,,
12535,Ecco the Dolphin: Defender of the Future,7.8,
12537,The Bombing Islands,,
12539,Just Cause,7.3,
12541,Chikyuu Boueigun 2 Portable,,
12542,Let's Cheer,,
12543,The Darkness II,,
12545,Gyakuten Saiban 2,,
12546,Godzilla: Save the Earth,,
12547,LEGO The Lord of the Rings,,
12548,Moshi Monsters: Katsuma Unleashed,,
12549,Micro Machines,,
12551,Detective Barbie: The Mystery Cruise,,
12552,Jim Henson's the Muppets: On With the Show!,6.3,
12553,Desire,,
12555,College Hoops 2K8,,
12556,MySims Collection,,
12557,Mega Man X Legacy Collection 1+2,,
12559,Resident Evil: Revelations 2,,
12560,Frank Thomas Big Hurt Baseball,,
12561,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,,
12562,Power Pro Kun Pocket 8,,
12564,Enclave,,
12565,Sid Meier's Pirates!,,
12566,Dishonored: Death of the Outsider,,
12567,The Crew: Wild Run,,
12568,Bottom of the 9th,8.0,
12569,Dino Crisis 3,,
12570,The Orange Box,9.7,
12571,NFL Blitz 20-03,7.8,
12572,Star Wars: Knights of the Old Republic,,
12573,The King of Fighters '94 (CD),,
12575,Eragon,4.2,
12577,Barbie Explorer,,
12578,Disney's Chicken Little,7.0,
12579,Secret Agent Clank,7.0,
12582,Agile Warrior F-111X,,
12583,Dynasty Warriors 7: Empires,,
12584,Scene It? Bright Lights! Big Screen!,,
12585,Jikkyou Powerful Pro Yakyuu Wii,,
12586,BIT.TRIP SAGA,7.5,
12587,How to Train Your Dragon,4.6,
12588,Spider-Man: Edge of Time,,
12590,Ultimate Marvel vs. Capcom 3,,
12591,Super Puzzle Fighter II Turbo,,
12592,Star Wars: Jedi Power Battles,,
12593,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,8.0,
12594,MXGP 2,,
12596,My Hero One's Justice,,
12597,Space Venus starring Morning Musume,,
12598,Dragon Age: Origins - Ultimate Edition,,
12599,To Heart,,
12600,Monster Lab,,
12601,Doukyuusei,,
12602,RockMan & Forte,,
12603,The Walking Dead: Season Two,,
12604,History Channel: Civil War - A Nation Divided,,
12605,Master Jin Jin's IQ Challenge,,
12606,Persona 4 Arena Ultimax,,
12607,Gundam Breaker 3,,
12608,FIFA 06 Soccer,,
12609,Rayman Arena,6.2,
12610,4X4 EVO 2,5.1,
12611,Pro Yakyuu Netsu Star 2006,,
12612,Blazing Angels 2: Secret Missions of WWII,7.6,
12613,Rodea the Sky Soldier,7.0,
12614,Rio,,
12615,NBA 2K13,7.6,
12616,Cyber Sled,,
12617,Puyo Puyo!! 20th Anniversary,,
12618,Shining Soul,,
12620,Ys VIII: Lacrimosa of Dana,,
12623,Ape Escape Academy (jp sales),,
12624,Paws & Claws: Pet Vet 2,,
12626,Overstrike,,
12627,Create,6.3,
12628,In the Hunt,,
12629,Daytona USA Championship Circuit Edition,,
12630,Marvel vs. Capcom 2,,
12631,Sega Genesis Collection,,
12632,NCIS,,
12633,Hard Rock Casino,3.8,
12635,Imagine: Fashion Stylist,,
12636,Fear Factor: Unleashed,3.0,
12638,Robots,4.5,
12640,Deception IV: Blood Ties,,
12641,Alvin and the Chipmunks,,
12642,Heroes over Europe,,
12644,Houshinengi,,
12646,7th Dragon,,
12647,Pet Pals: Animal Doctor,,
12649,LEGO Island Xtreme Stunts,,
12650,Happy Feet,,
12651,MotoGP 17,,
12652,Bust-A-Move Deluxe,7.1,
12654,UEFA Euro 2004: Portugal,,
12655,World Soccer Winning Eleven 9 Bonus Pack,,
12656,Hot Wheels: World Race,,
12657,Major League Baseball 2K8,,
12658,Touch My Katamari,,
12660,Tales of Phantasia: Full Voice Edition,,
12662,NBA Jam,,
12663,Hyperdimension Neptunia Re;Birth1,,
12664,World Tour Soccer 2002,,
12665,Scene It? Bright Lights! Big Screen!,6.2,
12666,Fairy Fencer F: Advent Dark Force,,
12667,Interactive Sampler Disc 6,,
12668,Jikkyou Powerful Pro Baseball Heroes,,
12669,Apex,,
12670,Kamen Rider Battle: Ganbaride Card Battle Taisen,,
12671,Tomb Raider: The Prophecy,,
12672,Vampire Night,6.4,
12673,Go Play: Circus Star,,
12674,Metal Slug 7,6.9,
12675,Guilty Gear,,
12676,Gyakuten Saiban 2,,
12678,The Elder Scrolls Online: Morrowind,,
12679,Fashion Studio: Paris Collection,,
12681,World Championship Poker 2: Featuring Howard Lederer,7.0,
12683,Age of Empires: Collector's Edition,,
12684,Mary-Kate and Ashley: Crush Course,,
12685,NHL Breakaway 98,,
12686,Risen,7.8,
12687,Disney's Cinderella: Magical Dreams,6.0,
12688,Gourmet Chef: Cook Your Way to Fame,,
12689,MotoGP '06,8.3,
12690,Tiger Woods PGA Tour 2005,,
12691,Metal Gear Solid V: Ground Zeroes,8.3,
12692,G.I. Joe: The Rise of Cobra,5.6,
12693,Tropico 5,,
12694,Naruto Shippuden: Kizuna Drive,7.0,
12695,Salt Lake 2002,,
12696,ESPN MLB Baseball,,
12697,X-Blades,5.9,
12698,Gladius,,
12699,Legends of Wrestling,,
12700,Lips: I Love The 80s,,
12701,Magnetica,,
12702,NBA 2K Playgrounds 2,,
12703,Queen's Gate: Spiral Chaos,,
12704,Nayuta no Kiseki,,
12705,Top Spin 3,,
12706,Spy Hunter 2,,
12707,Rogue Warrior,2.5,
12708,Open Season,7.4,
12709,Resident Evil: Revelations 2,,
12710,Avatar: The Last Airbender - The Burning Earth,,
12711,Let's Play Ballerina,,
12712,Front Mission Evolved,,
12713,Backyard Soccer,,
12714,Monster Jam,,
12715,Cruise Ship Vacation Games,,
12716,Kung Fu Panda 2,3.0,
12717,Back At The Barnyard: Slop Bucket Games,,
12718,Final Fantasy XI: Rise of the Zilart,,
12719,Vampire Moon: The Mystery of the Hidden Sun,,
12720,James Bond 007: Nightfire,7.2,
12721,Little League World Series Baseball 2009,,
12722,Nobunaga no Yabou: Tendou,,
12723,Need for Speed Underground 2,,
12724,Nitrobike,,
12725,Medalot 7,,
12726,Bio FREAKS,,
12727,Castlevania Chronicles,7.2,
12728,Pinball Hall of Fame: The Gottlieb Collection,,
12729,Suzumiya Haruhi no Tomadoi,,
12730,Dragon Quest Builders: Revive Alefgard,,
12731,Divinity: Original Sin II,,
12732,International Cricket 2010,,
12733,Bratz,,
12735,Quick Yoga Training,,
12736,My Spanish Coach,7.0,
12737,King Arthur,6.7,
12738,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,,
12739,The Guy Game,,
12740,Rurouni Kenshin: Enjou! Kyoto Rinne,,
12741,Blade II,,
12742,Samurai Warriors 4-II,,
12743,Gens? Suikoden: The Woven Web of a Century,,
12744,Baseball Advance,8.3,
12745,Shonen Jump's One Piece: Grand Battle,,
12746,Learn Math,,
12747,Haunted House,,
12748,Pro Yakyuu Spirits 6,,
12749,Red Orchestra 2: Heroes of Stalingrad,7.7,
12750,Retro Atari Classics,,
12751,Hulk Hogan's Main Event,,
12752,Paperboy / Rampage,,
12753,Ridge Racer Unbounded,,
12754,Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,,
12755,Sentou Kokka Air Land Battle,,
12756,NTRA Breeders' Cup World Thoroughbred Championships,,
12757,Destroy All Humans! Big Willy Unleashed,5.3,
12758,Lord of the Rings: Tactics,6.9,
12759,Divinity II: The Dragon Knight Saga,7.5,
12760,Tak 2: The Staff of Dreams,,
12761,Kororinpa: Marble Mania,,
12762,The Golf Club,,
12763,Puzzle Kingdoms,,
12764,Syberia,,
12766,Tales of Berseria,,
12768,Teenage Mutant Ninja Turtles: Danger of the Ooze,,
12769,Fallout 4 VR,,
12770,Ys: The Ark of Napishtim,7.4,
12771,NHL 2K8,,
12772,Supremacy MMA,5.0,
12773,The Oregon Trail,,
12774,Transformers: Prime,,
12775,Hatsune Miku: Project Diva X,,
12776,New Gundam Breaker,2.8,
12778,Azure Dreams,7.4,
12779,Yakuza Kiwami,,
12780,Jikkyou Powerful Pro Baseball 2016,,
12781,SingStar Latino,,
12784,Alone in the Dark: Inferno,,
12785,ArmA II,,
12786,Kurt Warner's Arena Football Unleashed,,
12787,Legendary,4.0,
12788,Worms Crazy Golf,,
12789,DreamWorks Super Star Kartz,,
12790,Split/Second,,
12791,Suite PreCure: Melody Collection,,
12792,NHL 2K9,,
12793,I Spy: Universe,,
12794,NHL 2K9,,
12795,Rogue Ops,,
12796,NBA Hoopz,,
12797,History Civil War: Secret Missions,,
12798,18 Wheels of Steel: Extreme Trucker 2,,
12799,Brain Assist,,
12800,Transworld Surf,,
12801,Freddi Fish: ABC under the sea,,
12802,MLB 11: The Show,,
12803,Castrol Honda Superbike Racing,3.9,
12804,Anno 1701: Dawn of Discovery,8.0,
12805,Monster Rancher DS,,
12806,R.B.I. Baseball 18,,
12807,Bakugan: Battle Trainer,,
12808,Army Men: Green Rogue,,
12810,Chessmaster,,
12812,The IdolM@ster: One for All,,
12813,Peter Jackson's King Kong: The Official Game of the Movie,,
12814,Fatal Inertia,,
12815,Ben 10 Galactic Racing,,
12817,Superman: The Man of Steel,,
12818,Zoobles! Spring to Life!,,
12819,Ken to Mahou to Gakuen Mono. 3,,
12821,Phantom Brave: We Meet Again,7.6,
12822,The Flintstones: Bedrock Bowling,,
12824,NHL 2003,,
12825,Chicken Run,6.3,
12826,Over the Hedge: Hammy Goes Nuts!,,
12827,Injustice: Gods Among Us Ultimate Edition,,
12828,NCIS,,
12829,Nickelodeon Kart Racers,2.0,
12830,Fit in Six,,
12831,Game Party Champions,,
12832,Pro Baseball Famista Climax,,
12833,BlazBlue: Continuum Shift II,7.5,
12834,Shining Force III,,
12835,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,,
12836,Tales of the Heroes: Twin Brave,,
12837,Kung-Fu: High Impact,,
12838,WWE Survivor Series,,
12840,Megamind: The Blue Defender,,
12842,Super Robot Wars BX,,
12843,Just Dance 2017,,
12844,Trillion: God of Destruction,,
12845,Cars 2,,
12847,Tomb Raider: Legend,8.3,
12848,Nagano Winter Olympics '98,,
12849,Ninjatown,,
12850,Destiny 2: Forsaken,,
12851,Wild Earth: African Safari,,
12852,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,,
12853,The Stronghold Collection,,
12854,Peppa Pig: Fun and Games,,
12855,Super Robot Wars X,,
12856,Winning Post 5,,
12857,Frogger Beyond,,
12858,RPG Maker II,,
12859,Cabela's Dangerous Hunts 2009,,
12860,Dragon Age Origins: Awakening,8.3,
12861,R.B.I. Baseball 18,,
12862,Aikatsu! 365 Idol Days,,
12863,The Amazing Race,,
12864,Destruction Derby Arenas,,
12865,MLB Power Pros 2008,,
12867,Zenses: Ocean,,
12868,Project CARS,,
12869,Chuck E. Cheese's Game Room,,
12870,Rumble Roses XX,6.5,
12872,Littlest Pet Shop: Spring,,
12873,The BIGS 2,,
12874,The Unholy War,,
12875,Green Lantern: Rise of the Manhunters,,
12876,Hasbro Family Fun Pack,,
12877,Persona 4 Arena,,
12879,NASCAR Heat 2,,
12880,Yu-Gi-Oh! GX: Tag Force,6.0,
12881,Wantame Music Channel: Doko Demo Style,,
12882,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,,
12883,Shaman King: Power of Spirit,,
12884,Men of War: Vietnam,7.2,
12885,Soccer Tsuku DS: World Challenge 2010,,
12886,Call of Duty: Black Ops IIII,,
12887,Contra III: The Alien Wars,,
12888,Dead to Rights: Reckoning,5.2,
12889,Reality Fighters,,
12890,Scene It? Bright Lights! Big Screen!,,
12891,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,,
12892,Amagami,,
12893,Rocksmith 2014 Edition Remastered,,
12894,Venetica,5.2,
12896,Disney's Kim Possible: Kimmunicator,,
12897,No Fear Downhill Mountain Biking,,
12898,Fire ProWrestling,8.0,
12899,Eternal Poison (JP sales),,
12900,Mission: Impossible - Operation Surma,,
12902,Hyperdimension Neptunia U: Action Unleashed,,
12903,MX 2002 Featuring Ricky Carmichael,,
12904,Romance of the Three Kingdoms IV: Wall of Fire,,
12905,Bulletstorm: Full Clip Edition,,
12906,Illusion of Gaia,,
12907,Mega Man Anniversary Collection,,
12908,Sally's Salon,,
12909,Valentino Rossi: The Game,,
12910,Dreamworks 2-in-1 Party Pack,,
12911,MegaTagmension Blanc + Neptune VS Zombies,,
12912,Pro Evolution Soccer 2016,,
12913,Shrek Smash n' Crash Racing,,
12914,Song of the Deep,,
12915,Science Papa,,
12916,Grand Knights History,,
12918,Space Camp,,
12920,Harvest Moon DS (jp sales),,
12921,Wasteland 2,,
12922,Every Extend Extra,,
12925,007: Quantum of Solace,6.3,
12926,7th Dragon 2020-II,,
12929,Castlevania: Legacy of Darkness,,
12931,Heroes of Ruin,6.6,
12932,Little King's Story,8.5,9.0
12935,NBA Jam 2000,,
12938,Sin and Punishment,,
12939,Star Ocean: Blue Sphere,,
12943,Shrek Super Party,,
12944,Sonic Riders,,
12945,Rally Fusion: Race of Champions,,
12946,Football Manager Handheld 2012,,
12948,Lovely Lisa and Friends,,
